"","X","sale_date","address","county","price","nfmp","vx","desc","year","price_adj","town","provence"
"304988",305043,"2018-04-12","37 burnaby park, greystones, wicklow","wicklow",780000,"No","No","Second-Hand Dwelling house /Apartment",2018,780000,"greystones","leinster"
"304997",305052,"2018-04-12","45 heathervue, greystones, co wicklow","wicklow",495000,"No","No","Second-Hand Dwelling house /Apartment",2018,495000,"greystones","leinster"
"305108",305163,"2018-04-13","110 rathdown park, greystones, wicklow","wicklow",253750,"Yes","No","Second-Hand Dwelling house /Apartment",2018,253750,"greystones","leinster"
"305745",305800,"2018-04-18","194 heathervue, greystones, wicklow","wicklow",540000,"No","No","Second-Hand Dwelling house /Apartment",2018,540000,"greystones","leinster"
"305762",305817,"2018-04-18","22 waverly avenue, blacklion, greystones","wicklow",373983.74,"No","Yes","New Dwelling house /Apartment",2018,424471.5449,"greystones","leinster"
"306587",306642,"2018-04-24","3 charlesland grove, greystones, co wicklow","wicklow",3e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,3e+05,"greystones","leinster"
"306716",306772,"2018-04-25","203 charlesland wood, greystones, co wicklow","wicklow",4e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,4e+05,"greystones","leinster"
"306901",306957,"2018-04-26","164 charlesland wood, the glen, greystones","wicklow",312000,"No","No","Second-Hand Dwelling house /Apartment",2018,312000,"greystones","leinster"
"307271",307328,"2018-04-27","92 heathervue, greystones, wicklow","wicklow",395000,"No","No","Second-Hand Dwelling house /Apartment",2018,395000,"greystones","leinster"
"307478",307535,"2018-04-30","40 burnaby park, greystones, co. wicklow","wicklow",855000,"No","No","Second-Hand Dwelling house /Apartment",2018,855000,"greystones","leinster"
"307801",307858,"2018-05-02","160 charlesland court, the glen, greystones","wicklow",320000,"No","No","Second-Hand Dwelling house /Apartment",2018,320000,"greystones","leinster"
"308001",308058,"2018-05-03","17 seagreen drive, greystones","wicklow",414097,"No","Yes","New Dwelling house /Apartment",2018,470000.095,"greystones","leinster"
"308004",308061,"2018-05-03","18 kilquade hill, kilquade, greystones","wicklow",625000,"No","No","Second-Hand Dwelling house /Apartment",2018,625000,"greystones","leinster"
"308077",308134,"2018-05-03","59 blacklion manor, greystones, co wicklow","wicklow",507500,"No","No","Second-Hand Dwelling house /Apartment",2018,507500,"greystones","leinster"
"308107",308164,"2018-05-03","85 blacklion manor, greystones, wicklow","wicklow",282500,"No","No","Second-Hand Dwelling house /Apartment",2018,282500,"greystones","leinster"
"308150",308207,"2018-05-03","giltspur, new road, greystones","wicklow",450000,"No","No","Second-Hand Dwelling house /Apartment",2018,450000,"greystones","leinster"
"308372",308429,"2018-05-04","6 south place, greystones","wicklow",1250000,"No","Yes","New Dwelling house /Apartment",2018,1418750,"greystones","leinster"
"309016",309073,"2018-05-10","field place, new rd, greystones","wicklow",795000,"No","No","Second-Hand Dwelling house /Apartment",2018,795000,"greystones","leinster"
"309027",309084,"2018-05-10","monaline, newtown mount kennedy, greystones","wicklow",250000,"No","No","Second-Hand Dwelling house /Apartment",2018,250000,"greystones","leinster"
"309080",309137,"2018-05-11","172 charlesland park, greystones, wicklow","wicklow",275000,"No","No","Second-Hand Dwelling house /Apartment",2018,275000,"greystones","leinster"
"309217",309274,"2018-05-11","73 seabourne view, charlesland, greystones","wicklow",221500,"No","No","Second-Hand Dwelling house /Apartment",2018,221500,"greystones","leinster"
"309312",309369,"2018-05-12","93 seabourne view, the glen, greystones","wicklow",310000,"No","No","Second-Hand Dwelling house /Apartment",2018,310000,"greystones","leinster"
"310632",310689,"2018-05-22","strangford, manor ave, greystones","wicklow",1e+06,"No","No","Second-Hand Dwelling house /Apartment",2018,1e+06,"greystones","leinster"
"310683",310740,"2018-05-23","21 charlesland park, greystones, wicklow","wicklow",308000,"No","No","Second-Hand Dwelling house /Apartment",2018,308000,"greystones","leinster"
"311350",311407,"2018-05-25","lane house, 5 killincarrig manor, the burnaby    greystones","wicklow",530000,"No","No","Second-Hand Dwelling house /Apartment",2018,530000,"greystones","leinster"
"311606",311663,"2018-05-29","168 charlesland grove, charlesland, greystones","wicklow",313000,"No","No","Second-Hand Dwelling house /Apartment",2018,313000,"greystones","leinster"
"311625",311682,"2018-05-29","25 seabourne view apts, charlesland, greystones","wicklow",295000,"No","No","Second-Hand Dwelling house /Apartment",2018,295000,"greystones","leinster"
"312416",312473,"2018-06-01","31 glenheron walk, glenheron, greystones","wicklow",453743,"No","Yes","New Dwelling house /Apartment",2018,514998.305,"greystones","leinster"
"312419",312476,"2018-06-01","32 glenheron walk, greystones","wicklow",514675,"No","Yes","New Dwelling house /Apartment",2018,584156.125,"greystones","leinster"
"312578",312635,"2018-06-01","greenan, church rd, greystones","wicklow",475000,"No","No","Second-Hand Dwelling house /Apartment",2018,475000,"greystones","leinster"
"312636",312693,"2018-06-05","101 kindlestown park, greystones, wicklow","wicklow",235000,"No","No","Second-Hand Dwelling house /Apartment",2018,235000,"greystones","leinster"
"312670",312727,"2018-06-05","203 charlesland park, greystones, wicklow","wicklow",305000,"No","No","Second-Hand Dwelling house /Apartment",2018,305000,"greystones","leinster"
"312674",312731,"2018-06-05","22 kenmare heights, greystones co wicklow","wicklow",120000,"Yes","No","Second-Hand Dwelling house /Apartment",2018,120000,"greystones","leinster"
"312693",312750,"2018-06-05","37 glenheron walk, glenheron, greystones","wicklow",506608,"No","Yes","New Dwelling house /Apartment",2018,575000.08,"greystones","leinster"
"313273",313330,"2018-06-08","3 st crispins, greystones, wicklow","wicklow",407000,"No","No","Second-Hand Dwelling house /Apartment",2018,407000,"greystones","leinster"
"313527",313584,"2018-06-11","25 glenheron walk, glenheron, greystones","wicklow",449339.19,"No","Yes","New Dwelling house /Apartment",2018,509999.98065,"greystones","leinster"
"314071",314128,"2018-06-14","28 glenheron walk, glenheron, greystones","wicklow",436122,"No","Yes","New Dwelling house /Apartment",2018,494998.47,"greystones","leinster"
"314102",314159,"2018-06-14","36, glenheron walk, greystones","wicklow",506607.92,"No","Yes","New Dwelling house /Apartment",2018,574999.9892,"greystones","leinster"
"314335",314392,"2018-06-15","220 charlesland court, greystones, co wicklow","wicklow",285000,"No","No","Second-Hand Dwelling house /Apartment",2018,285000,"greystones","leinster"
"314357",314414,"2018-06-15","29 glenheron walk, greystones","wicklow",436122,"No","Yes","New Dwelling house /Apartment",2018,494998.47,"greystones","leinster"
"314387",314444,"2018-06-15","35 glenheron walk, glenheron, greystones","wicklow",506608,"No","Yes","New Dwelling house /Apartment",2018,575000.08,"greystones","leinster"
"314634",314691,"2018-06-18","24glenheron walk, greystones","wicklow",440483,"No","Yes","New Dwelling house /Apartment",2018,499948.205,"greystones","leinster"
"315020",315077,"2018-06-20","39 glenheron walk, glenheron, greystones","wicklow",515419,"No","Yes","New Dwelling house /Apartment",2018,585000.565,"greystones","leinster"
"315187",315244,"2018-06-21","241 charlesland park, greystones, wicklow","wicklow",315000,"Yes","No","Second-Hand Dwelling house /Apartment",2018,315000,"greystones","leinster"
"315265",315322,"2018-06-21","70 charlesland park, greystones, wicklow","wicklow",310000,"No","No","Second-Hand Dwelling house /Apartment",2018,310000,"greystones","leinster"
"315449",315507,"2018-06-22","22 glenheron walk, glenheron, greystones","wicklow",585903,"No","Yes","New Dwelling house /Apartment",2018,664999.905,"greystones","leinster"
"315461",315519,"2018-06-22","232 charlesland court, greystones, wicklow","wicklow",279000,"No","No","Second-Hand Dwelling house /Apartment",2018,279000,"greystones","leinster"
"315482",315540,"2018-06-22","3 carrig villas, killincarrig, greystones","wicklow",5e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,5e+05,"greystones","leinster"
"315555",315613,"2018-06-22","6 chapel view, blacklion, greystones","wicklow",655000,"No","No","Second-Hand Dwelling house /Apartment",2018,655000,"greystones","leinster"
"316164",316226,"2018-06-27","51 applewood heights, greystones, wicklow","wicklow",625000,"No","No","Second-Hand Dwelling house /Apartment",2018,625000,"greystones","leinster"
"316284",316346,"2018-06-28","126 charlesland grove, greystones, wicklow","wicklow",3e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,3e+05,"greystones","leinster"
"316615",316677,"2018-06-29","21 the strand, marina village, greystones","wicklow",795000,"No","No","Second-Hand Dwelling house /Apartment",2018,795000,"greystones","leinster"
"316724",316786,"2018-06-29","57 seabourne view, greystones, wicklow","wicklow",230000,"No","No","Second-Hand Dwelling house /Apartment",2018,230000,"greystones","leinster"
"317338",317400,"2018-07-04","40 glenheron walk, glenheron, greystones","wicklow",515418.5,"No","Yes","New Dwelling house /Apartment",2018,584999.9975,"greystones","leinster"
"317468",317530,"2018-07-05","173 the anchorage building, seabourne view, greystones","wicklow",315000,"No","No","Second-Hand Dwelling house /Apartment",2018,315000,"greystones","leinster"
"317719",317781,"2018-07-06","146 charlesland grove, greystones, wicklow","wicklow",3e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,3e+05,"greystones","leinster"
"317797",317859,"2018-07-06","30 burnaby park, greystones, co wicklow","wicklow",762000,"No","No","Second-Hand Dwelling house /Apartment",2018,762000,"greystones","leinster"
"317827",317889,"2018-07-06","43 charlesland court, greystones, wicklow","wicklow",325000,"No","No","Second-Hand Dwelling house /Apartment",2018,325000,"greystones","leinster"
"317832",317894,"2018-07-06","46 charlesland crescent, greystones, wicklow","wicklow",312000,"No","No","Second-Hand Dwelling house /Apartment",2018,312000,"greystones","leinster"
"318197",318259,"2018-07-10","2 victoria court, new rd, greystones","wicklow",287500,"No","No","Second-Hand Dwelling house /Apartment",2018,287500,"greystones","leinster"
"318397",318459,"2018-07-11","200 charlesland wood, greystones, wicklow","wicklow",345000,"No","No","Second-Hand Dwelling house /Apartment",2018,345000,"greystones","leinster"
"318409",318471,"2018-07-11","26 glenheron walk, greystones","wicklow",458149,"No","Yes","New Dwelling house /Apartment",2018,519999.115,"greystones","leinster"
"319159",319221,"2018-07-16","21 burnaby mews, greystones, co wicklow","wicklow",370000,"No","No","Second-Hand Dwelling house /Apartment",2018,370000,"greystones","leinster"
"319218",319280,"2018-07-16","5 the shore, marina village, greystones","wicklow",837004,"No","Yes","New Dwelling house /Apartment",2018,949999.54,"greystones","leinster"
"319600",319662,"2018-07-18","2 seagreen park  chapel road, blacklion  greystones","wicklow",475770,"No","Yes","New Dwelling house /Apartment",2018,539998.95,"greystones","leinster"
"319607",319669,"2018-07-18","21 la touche park, greystones, wicklow","wicklow",380000,"No","No","Second-Hand Dwelling house /Apartment",2018,380000,"greystones","leinster"
"319630",319692,"2018-07-18","277 charlesland wood, greystones, wicklow","wicklow",410000,"No","No","Second-Hand Dwelling house /Apartment",2018,410000,"greystones","leinster"
"319979",320041,"2018-07-19","76 seagreen park, greystones","wicklow",528634,"No","Yes","New Dwelling house /Apartment",2018,599999.59,"greystones","leinster"
"320140",320202,"2018-07-20","2 the shore, marina village, greystones","wicklow",845814.98,"No","Yes","New Dwelling house /Apartment",2018,960000.0023,"greystones","leinster"
"321437",321500,"2018-07-27","32 the crescent, charlesland, greystones","wicklow",220000,"No","No","Second-Hand Dwelling house /Apartment",2018,220000,"greystones","leinster"
"321678",321744,"2018-07-30","178 applewood heights, greystones, wicklow","wicklow",540000,"No","No","Second-Hand Dwelling house /Apartment",2018,540000,"greystones","leinster"
"321907",321973,"2018-07-31","259 charlesland wood, greystones, wicklow","wicklow",306000,"No","No","Second-Hand Dwelling house /Apartment",2018,306000,"greystones","leinster"
"321916",321982,"2018-07-31","29 oaklands, church lane, greystones","wicklow",375000,"No","No","Second-Hand Dwelling house /Apartment",2018,375000,"greystones","leinster"
"321958",322024,"2018-07-31","47 charlesland court, greystones, wicklow","wicklow",315000,"No","No","Second-Hand Dwelling house /Apartment",2018,315000,"greystones","leinster"
"322950",323016,"2018-08-07","30 waverly avenue, blacklion, greystones","wicklow",356828,"No","Yes","New Dwelling house /Apartment",2018,404999.78,"greystones","leinster"
"322987",323053,"2018-08-07","76 burnaby heights, greystones, wicklow","wicklow",420000,"No","No","Second-Hand Dwelling house /Apartment",2018,420000,"greystones","leinster"
"323459",323525,"2018-08-10","4 the shore, marina village, greystones","wicklow",837004.4,"No","Yes","New Dwelling house /Apartment",2018,949999.994,"greystones","leinster"
"323633",323699,"2018-08-13","2 oaklands, church lane, greystones","wicklow",540000,"No","No","Second-Hand Dwelling house /Apartment",2018,540000,"greystones","leinster"
"323779",323845,"2018-08-14","207 charlesland court, greystones, wicklow","wicklow",4e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,4e+05,"greystones","leinster"
"323976",324042,"2018-08-15","27 glenheron walk, glenheron, greystones","wicklow",436123,"No","Yes","New Dwelling house /Apartment",2018,494999.605,"greystones","leinster"
"324316",324382,"2018-08-16","8 the shore  marina village, greystones","wicklow",837004,"No","Yes","New Dwelling house /Apartment",2018,949999.54,"greystones","leinster"
"324814",324880,"2018-08-20","7 the shore, marine village, greystones","wicklow",837004,"No","Yes","New Dwelling house /Apartment",2018,949999.54,"greystones","leinster"
"325540",325606,"2018-08-24","27 waverly avenue, waverly  blacklion, greystones","wicklow",356828,"No","Yes","New Dwelling house /Apartment",2018,404999.78,"greystones","leinster"
"326254",326320,"2018-08-29","31 st crispins, greystones, wicklow","wicklow",465000,"No","No","Second-Hand Dwelling house /Apartment",2018,465000,"greystones","leinster"
"326819",326885,"2018-08-31","43 glenheron walk, glenheron, greystones","wicklow",524229.07,"No","Yes","New Dwelling house /Apartment",2018,594999.99445,"greystones","leinster"
"326861",326927,"2018-08-31","55 keathervue, greystones, wicklow","wicklow",625000,"No","No","Second-Hand Dwelling house /Apartment",2018,625000,"greystones","leinster"
"326884",326950,"2018-08-31","60 rathdown park, greystones, wicklow","wicklow",570000,"No","No","Second-Hand Dwelling house /Apartment",2018,570000,"greystones","leinster"
"327248",327314,"2018-09-04","121 charlesland court, greystones, co wicklow","wicklow",4e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,4e+05,"greystones","leinster"
"327344",327410,"2018-09-04","50 charlesland court the glen, greystones, wicklow","wicklow",325000,"No","No","Second-Hand Dwelling house /Apartment",2018,325000,"greystones","leinster"
"327453",327519,"2018-09-05","139 heathervue, greystones, wicklow","wicklow",440000,"No","No","Second-Hand Dwelling house /Apartment",2018,440000,"greystones","leinster"
"327700",327766,"2018-09-06","278 charlesland park, charlesland, greystones","wicklow",280500,"No","No","Second-Hand Dwelling house /Apartment",2018,280500,"greystones","leinster"
"328221",328287,"2018-09-10","3 the shore, marina village, greystones","wicklow",854625.55,"No","Yes","New Dwelling house /Apartment",2018,969999.99925,"greystones","leinster"
"328358",328424,"2018-09-11","10 seagreen park  chapel road, blacklion  greystones","wicklow",374449,"No","Yes","New Dwelling house /Apartment",2018,424999.615,"greystones","leinster"
"328765",328831,"2018-09-13","20 oaklands, church lane, greystones","wicklow",430000,"No","No","Second-Hand Dwelling house /Apartment",2018,430000,"greystones","leinster"
"329018",329084,"2018-09-14","250 redford park, greystones, co wicklow","wicklow",395000,"No","No","Second-Hand Dwelling house /Apartment",2018,395000,"greystones","leinster"
"329075",329141,"2018-09-14","41 glenheron walk, glenheron, greystones","wicklow",517699.1,"No","Yes","New Dwelling house /Apartment",2018,587588.4785,"greystones","leinster"
"329352",329418,"2018-09-17","72a hillside, greystones, hillside","wicklow",350000,"Yes","No","Second-Hand Dwelling house /Apartment",2018,350000,"greystones","leinster"
"329901",329967,"2018-09-20","23 glenheron walk, glenheron, greystones","wicklow",616740.09,"No","Yes","New Dwelling house /Apartment",2018,700000.00215,"greystones","leinster"
"330228",330294,"2018-09-21","42 glenheron walk, greystones","wicklow",515417,"No","Yes","New Dwelling house /Apartment",2018,584998.295,"greystones","leinster"
"330630",330696,"2018-09-25","208 charlesland, court the glen, greystones","wicklow",284443.65,"No","No","Second-Hand Dwelling house /Apartment",2018,284443.65,"greystones","leinster"
"330737",330803,"2018-09-25","9 burnaby manor, hillside rd, greystones","wicklow",510000,"No","No","Second-Hand Dwelling house /Apartment",2018,510000,"greystones","leinster"
"331086",331152,"2018-09-27","42 charlesland grove, greystones, wicklow","wicklow",310000,"No","No","Second-Hand Dwelling house /Apartment",2018,310000,"greystones","leinster"
"331504",331570,"2018-09-28","94a rathdown park, greystones, wicklow","wicklow",526000,"No","No","Second-Hand Dwelling house /Apartment",2018,526000,"greystones","leinster"
"332087",332153,"2018-10-03","217 charlesland court, charlesland, greystones","wicklow",301000,"No","No","Second-Hand Dwelling house /Apartment",2018,301000,"greystones","leinster"
"332219",332285,"2018-10-03","redford cottage, redford, greystones","wicklow",452000,"No","No","Second-Hand Dwelling house /Apartment",2018,452000,"greystones","leinster"
"332298",332364,"2018-10-04","3 rivendell grove, greystones, co wicklow","wicklow",197300,"No","No","Second-Hand Dwelling house /Apartment",2018,197300,"greystones","leinster"
"332611",332677,"2018-10-05","6 the shore, marina village, greystones","wicklow",881057.27,"No","Yes","New Dwelling house /Apartment",2018,1000000.00145,"greystones","leinster"
"332763",332829,"2018-10-08","104 charlesland court, greystones, wicklow","wicklow",306000,"No","No","Second-Hand Dwelling house /Apartment",2018,306000,"greystones","leinster"
"333346",333413,"2018-10-10","sillan lodge, church lane, greystones wicklow","wicklow",460000,"No","No","Second-Hand Dwelling house /Apartment",2018,460000,"greystones","leinster"
"333379",333446,"2018-10-11","15 upper grattan park, greystones, grattan park","wicklow",440000,"No","No","Second-Hand Dwelling house /Apartment",2018,440000,"greystones","leinster"
"333618",333685,"2018-10-12","2 lisboy, delgany road, greystones","wicklow",1013215.86,"No","Yes","New Dwelling house /Apartment",2018,1150000.0011,"greystones","leinster"
"333667",333734,"2018-10-12","311 redford park, greystones, wicklow","wicklow",350000,"No","No","Second-Hand Dwelling house /Apartment",2018,350000,"greystones","leinster"
"333669",333736,"2018-10-12","32 waverly avenue, waverly  blacklion, greystones","wicklow",356828,"No","Yes","New Dwelling house /Apartment",2018,404999.78,"greystones","leinster"
"334081",334149,"2018-10-16","1 seabourne view, greystones, wicklow","wicklow",233500,"No","No","Second-Hand Dwelling house /Apartment",2018,233500,"greystones","leinster"
"335357",335426,"2018-10-23","5 glenheron view, greystones, co.wicklow","wicklow",392070,"No","Yes","New Dwelling house /Apartment",2018,444999.45,"greystones","leinster"
"335579",335648,"2018-10-24","38 glenheron walk, glenheron, greystones","wicklow",506607.93,"No","Yes","New Dwelling house /Apartment",2018,575000.00055,"greystones","leinster"
"335638",335707,"2018-10-24","9 glenheron view, glenheron, greystones","wicklow",392070,"No","Yes","New Dwelling house /Apartment",2018,444999.45,"greystones","leinster"
"335741",335811,"2018-10-25","12 mount haven, new rd, greystones","wicklow",7e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,7e+05,"greystones","leinster"
"335785",335856,"2018-10-25","2 wavecrest, the harbour, greystones","wicklow",940000,"No","No","Second-Hand Dwelling house /Apartment",2018,940000,"greystones","leinster"
"335920",335991,"2018-10-25","8 glenheron view, glenheron, greystones","wicklow",392070.48,"No","Yes","New Dwelling house /Apartment",2018,444999.9948,"greystones","leinster"
"336025",336096,"2018-10-26","1 glenheron view, greystones, co wicklow","wicklow",563876.65,"No","Yes","New Dwelling house /Apartment",2018,639999.99775,"greystones","leinster"
"336164",336235,"2018-10-26","272 charlesland wood, greystones, wicklow","wicklow",323500,"No","No","Second-Hand Dwelling house /Apartment",2018,323500,"greystones","leinster"
"336272",336343,"2018-10-26","6 glenheron view, glenheron, greystones","wicklow",392070,"No","Yes","New Dwelling house /Apartment",2018,444999.45,"greystones","leinster"
"336622",336693,"2018-10-30","7 glenheron view, glenheron, greystones","wicklow",392072,"No","Yes","New Dwelling house /Apartment",2018,445001.72,"greystones","leinster"
"336961",337032,"2018-10-31","apt 125 anchorage bldg, seabourne view, greystones","wicklow",225000,"No","No","Second-Hand Dwelling house /Apartment",2018,225000,"greystones","leinster"
"337054",337125,"2018-10-31","tearmann, trafalgar rd, greystones","wicklow",497000,"No","No","Second-Hand Dwelling house /Apartment",2018,497000,"greystones","leinster"
"337255",337326,"2018-11-02","10 glenheron view, glenheron, greystones","wicklow",392070,"No","Yes","New Dwelling house /Apartment",2018,444999.45,"greystones","leinster"
"337289",337360,"2018-11-02","156 charlesland grove, greystones, wicklow","wicklow",312500,"No","No","Second-Hand Dwelling house /Apartment",2018,312500,"greystones","leinster"
"337295",337366,"2018-11-02","16 seagreen park, chapel road, greystones","wicklow",363300,"No","Yes","New Dwelling house /Apartment",2018,412345.5,"greystones","leinster"
"337424",337495,"2018-11-02","63 charlesland grove, greystones, co wicklow","wicklow",248000,"No","No","Second-Hand Dwelling house /Apartment",2018,248000,"greystones","leinster"
"337598",337669,"2018-11-05","3 trennaren court, church rd, greystones","wicklow",130000,"No","No","Second-Hand Dwelling house /Apartment",2018,130000,"greystones","leinster"
"337724",337795,"2018-11-06","127 redford park, greystones, wicklow","wicklow",560000,"No","No","Second-Hand Dwelling house /Apartment",2018,560000,"greystones","leinster"
"338450",338521,"2018-11-09","21 charlesland grove, greystones, co wicklow","wicklow",365000,"No","No","Second-Hand Dwelling house /Apartment",2018,365000,"greystones","leinster"
"338503",338574,"2018-11-09","33 glenheron walk, greystones","wicklow",568281,"No","Yes","New Dwelling house /Apartment",2018,644998.935,"greystones","leinster"
"338506",338577,"2018-11-09","35 waverly avenue, waverly  blacklion, greystones","wicklow",515418,"No","Yes","New Dwelling house /Apartment",2018,584999.43,"greystones","leinster"
"338962",339033,"2018-11-13","37 waverly avenue, blacklion, greystones","wicklow",376651.98,"No","Yes","New Dwelling house /Apartment",2018,427499.9973,"greystones","leinster"
"339016",339087,"2018-11-13","9 charlesland court, greystones, wicklow","wicklow",250000,"No","No","Second-Hand Dwelling house /Apartment",2018,250000,"greystones","leinster"
"339686",339757,"2018-11-16","5 arch villas, victoria rd, greystones","wicklow",690000,"No","No","Second-Hand Dwelling house /Apartment",2018,690000,"greystones","leinster"
"340819",340890,"2018-11-23","1 bellevue park, greystones, co wicklow","wicklow",6e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,6e+05,"greystones","leinster"
"341444",341515,"2018-11-27","129 seabourne view, charlesland, greystones","wicklow",310000,"No","No","Second-Hand Dwelling house /Apartment",2018,310000,"greystones","leinster"
"341646",341717,"2018-11-27","sillan lodge, church lane, greystones wicklow","wicklow",437000,"No","No","Second-Hand Dwelling house /Apartment",2018,437000,"greystones","leinster"
"342643",342715,"2018-11-30","wood berry, la touche rd, greystones","wicklow",575000,"No","No","Second-Hand Dwelling house /Apartment",2018,575000,"greystones","leinster"
"343355",343427,"2018-12-06","1 kenmare terrace, trafalgar rd, greystones","wicklow",127500,"No","No","Second-Hand Dwelling house /Apartment",2018,127500,"greystones","leinster"
"343397",343469,"2018-12-06","163 charlesland wood, greystones, wicklow","wicklow",325000,"No","No","Second-Hand Dwelling house /Apartment",2018,325000,"greystones","leinster"
"343720",343792,"2018-12-07","210 seabourne view, greystones, wicklow","wicklow",230000,"No","No","Second-Hand Dwelling house /Apartment",2018,230000,"greystones","leinster"
"344171",344243,"2018-12-10","49 glenheron view, greystones","wicklow",383259,"No","Yes","New Dwelling house /Apartment",2018,434998.965,"greystones","leinster"
"344684",344756,"2018-12-11","unit 26 glenheron view, glenheron, greystones","wicklow",508130.08,"No","Yes","New Dwelling house /Apartment",2018,576727.6408,"greystones","leinster"
"344716",344788,"2018-12-12","104 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"344717",344789,"2018-12-12","105 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"344718",344790,"2018-12-12","106 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"344719",344791,"2018-12-12","107 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"344862",344934,"2018-12-12","20 glenheron view, greystones","wicklow",497797,"No","Yes","New Dwelling house /Apartment",2018,564999.595,"greystones","leinster"
"344936",345008,"2018-12-12","31 glenheron view, glenheron, greystones","wicklow",440484.58,"No","Yes","New Dwelling house /Apartment",2018,499949.9983,"greystones","leinster"
"344947",345019,"2018-12-12","35  glenheron view, glenheron, greystones","wicklow",448538,"No","Yes","New Dwelling house /Apartment",2018,509090.63,"greystones","leinster"
"344949",345021,"2018-12-12","35 glenheron view, glenheron, greystones","wicklow",440485,"No","Yes","New Dwelling house /Apartment",2018,499950.475,"greystones","leinster"
"344952",345024,"2018-12-12","36 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"344957",345029,"2018-12-12","37 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"344961",345033,"2018-12-12","38 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"344964",345036,"2018-12-12","39 glenheron view, glenheron, greystones","wicklow",67704,"No","Yes","New Dwelling house /Apartment",2018,76844.04,"greystones","leinster"
"345013",345085,"2018-12-12","54 glenheron view, greystones","wicklow",370044,"No","Yes","New Dwelling house /Apartment",2018,419999.94,"greystones","leinster"
"345043",345115,"2018-12-12","63 charlesland park, greystones, wicklow","wicklow",248000,"No","No","Second-Hand Dwelling house /Apartment",2018,248000,"greystones","leinster"
"345319",345392,"2018-12-13","32 glenheron view, glenheron, greystones","wicklow",440485,"No","Yes","New Dwelling house /Apartment",2018,499950.475,"greystones","leinster"
"345381",345454,"2018-12-13","51 glenheron view, glenheron, greystones","wicklow",383260,"No","Yes","New Dwelling house /Apartment",2018,435000.1,"greystones","leinster"
"345573",345646,"2018-12-14","117 heathervue, greystones, wicklow","wicklow",420000,"No","No","Second-Hand Dwelling house /Apartment",2018,420000,"greystones","leinster"
"345585",345658,"2018-12-14","12 redford court, greystones, co wicklow","wicklow",570000,"No","No","Second-Hand Dwelling house /Apartment",2018,570000,"greystones","leinster"
"345594",345667,"2018-12-14","13 seagreen park, seagreen, greystones","wicklow",480176,"No","Yes","New Dwelling house /Apartment",2018,544999.76,"greystones","leinster"
"345610",345683,"2018-12-14","144 charlesland court, greystones, wicklow","wicklow",312500,"No","No","Second-Hand Dwelling house /Apartment",2018,312500,"greystones","leinster"
"345736",345809,"2018-12-14","30 glenheron view, glenheron, greystones","wicklow",440484,"No","Yes","New Dwelling house /Apartment",2018,499949.34,"greystones","leinster"
"345759",345832,"2018-12-14","37 kenmare heights, greystones, co wicklow","wicklow",315000,"No","No","Second-Hand Dwelling house /Apartment",2018,315000,"greystones","leinster"
"345804",345877,"2018-12-14","45 glenheron view, glenheron, greystones","wicklow",449339,"No","Yes","New Dwelling house /Apartment",2018,509999.765,"greystones","leinster"
"345831",345904,"2018-12-14","53 glenheron view, glenheron, greystones","wicklow",378854,"No","Yes","New Dwelling house /Apartment",2018,429999.29,"greystones","leinster"
"345840",345913,"2018-12-14","56 glenheron view, glenheron, greystones","wicklow",396475,"No","Yes","New Dwelling house /Apartment",2018,449999.125,"greystones","leinster"
"345845",345918,"2018-12-14","58 glenheron view, greystones, co wicklow","wicklow",440000,"No","Yes","New Dwelling house /Apartment",2018,499400,"greystones","leinster"
"345895",345968,"2018-12-14","76 charlesland park, greystones, wicklow","wicklow",317500,"Yes","No","Second-Hand Dwelling house /Apartment",2018,317500,"greystones","leinster"
"346107",346181,"2018-12-17","111 glenheron view, glenheron, greystones","wicklow",440484.58,"No","Yes","New Dwelling house /Apartment",2018,499949.9983,"greystones","leinster"
"346260",346334,"2018-12-17","41 waverly avenue, greystones, co. wicklow","wicklow",374400,"No","Yes","New Dwelling house /Apartment",2018,424944,"greystones","leinster"
